key,source,Translation
Subtitles::vx_c00173_p01_shdw_v02,De vuelta al trabajo.,
Subtitles::vx_c00501_p01_plr_v01,De vuelta al trabajo.,
Subtitles::vx_c00501_p01_plr_v02,De vuelta al trabajo.,
Subtitles::vx_c00501_p01_plr_v03,De vuelta al trabajo.,
Subtitles::vx_c00501_p01_plr_v04,De vuelta al trabajo.,
Subtitles::vx_c00501_p01_plr_v05,De vuelta al trabajo.,
Subtitles::vx_c00501_p01_plr_v06,De vuelta al trabajo.,
Subtitles::vx_c00501_p01_plr_v07,De vuelta al trabajo.,
Subtitles::vx_c00501_p01_plr_v08,De vuelta al trabajo.,
Subtitles::vx_c00588_p01_plr_v01,"Atrás, escoria.",
Subtitles::vx_c00588_p01_plr_v02,"Atrás, escoria.",
Subtitles::vx_c00588_p01_plr_v03,"Atrás, escoria.",
Subtitles::vx_c00588_p01_plr_v04,"Atrás, escoria.",
Subtitles::vx_c00588_p01_plr_v05,"Atrás, escoria.",
Subtitles::vx_c00588_p01_plr_v06,"Atrás, escoria.",
Subtitles::vx_c00588_p01_plr_v07,"Atrás, escoria.",
Subtitles::vx_c00588_p01_plr_v08,"Atrás, escoria.",
Subtitles::vx_c00235_p01_deepg_v02,Atrás.,
Subtitles::vx_c00237_p01_shdw_v02,Atrás. Volvamos junto a ella.,
Subtitles::vx_c00251_p01_tro_v01,Orco malo.,
Subtitles::vx_c00529_p01_plr_v01,"Puaj, qué asco.",
Subtitles::vx_c00529_p01_plr_v02,"Puaj, qué asco.",
Subtitles::vx_c00529_p01_plr_v03,"Puaj, qué asco.",
Subtitles::vx_c00529_p01_plr_v04,"Puaj, qué asco.",
Subtitles::vx_c00529_p01_plr_v05,"Puaj, qué asco.",
Subtitles::vx_c00529_p01_plr_v06,"Puaj, qué asco.",
Subtitles::vx_c00529_p01_plr_v07,"Puaj, qué asco.",
Subtitles::vx_c00529_p01_plr_v08,"Puaj, qué asco.",
Subtitles::vx_c00202_p01_tro_v01,A por ellos.,
Subtitles::vx_c00473_p01_plr_v01,"Descansa, <Subtitle.Italic>Khazad</>.",
Subtitles::vx_c00473_p01_plr_v02,"Descansa, <Subtitle.Italic>Khazad</>.",
Subtitles::vx_c00473_p01_plr_v03,"Descansa, <Subtitle.Italic>Khazad</>.",
Subtitles::vx_c00473_p01_plr_v04,"Descansa, <Subtitle.Italic>Khazad</>.",
Subtitles::vx_c00473_p01_plr_v05,"Descansa, <Subtitle.Italic>Khazad</>.",
Subtitles::vx_c00473_p01_plr_v06,"Descansa, <Subtitle.Italic>Khazad</>.",
Subtitles::vx_c00473_p01_plr_v07,"Descansa, <Subtitle.Italic>Khazad</>.",
Subtitles::vx_c00473_p01_plr_v08,"Descansa, <Subtitle.Italic>Khazad</>.",
Subtitles::vx_c00247_p01_shdw_v01,Bestia.,
Subtitles::vx_c00247_p01_shdw_v02,Bestia.,
Subtitles::vx_c00540_p01_plr_v01,Bestias de las profundidades.,
Subtitles::vx_c00540_p01_plr_v02,Bestias de las profundidades.,
Subtitles::vx_c00540_p01_plr_v03,Bestias de las profundidades.,
Subtitles::vx_c00540_p01_plr_v04,Bestias de las profundidades.,
Subtitles::vx_c00540_p01_plr_v05,Bestias de las profundidades.,
Subtitles::vx_c00540_p01_plr_v06,Bestias de las profundidades.,
Subtitles::vx_c00540_p01_plr_v07,Bestias de las profundidades.,
Subtitles::vx_c00540_p01_plr_v08,Bestias de las profundidades.,
Subtitles::vx_c00350_p01_plr_v01,Es mejor andarse con ojo. Se dice que en el Abismo Oscuro acechan las bestias sin nombre.,
Subtitles::vx_c00350_p01_plr_v02,Es mejor andarse con ojo. Se dice que en el Abismo Oscuro acechan las bestias sin nombre.,
Subtitles::vx_c00350_p01_plr_v03,Es mejor andarse con ojo. Se dice que en el Abismo Oscuro acechan las bestias sin nombre.,
Subtitles::vx_c00350_p01_plr_v04,Es mejor andarse con ojo. Se dice que en el Abismo Oscuro acechan las bestias sin nombre.,
Subtitles::vx_c00350_p01_plr_v05,Es mejor andarse con ojo. Se dice que en el Abismo Oscuro acechan las bestias sin nombre.,
Subtitles::vx_c00350_p01_plr_v06,Es mejor andarse con ojo. Se dice que en el Abismo Oscuro acechan las bestias sin nombre.,
Subtitles::vx_c00350_p01_plr_v07,Es mejor andarse con ojo. Se dice que en el Abismo Oscuro acechan las bestias sin nombre.,
Subtitles::vx_c00350_p01_plr_v08,Es mejor andarse con ojo. Se dice que en el Abismo Oscuro acechan las bestias sin nombre.,
Subtitles::vx_c00484_p01_plr_v01,Más vale que tenga cuidado.,
Subtitles::vx_c00385_p02_plr_v06,Seguro que desean estar de nuevo en Gundabad.,
Subtitles::vx_c00031_p01_plr_v01,Apuesto a que podríamos volver a encender esta fragua.,
Subtitles::vx_c00031_p01_plr_v02,Apuesto a que podríamos volver a encender esta fragua.,
Subtitles::vx_c00031_p01_plr_v04,Apuesto a que podríamos volver a encender esta fragua.,
Subtitles::vx_c00031_p01_plr_v05,Apuesto a que podríamos volver a encender esta fragua.,
Subtitles::vx_c00031_p01_plr_v06,Apuesto a que podríamos volver a encender esta fragua.,
Subtitles::vx_c00031_p01_plr_v07,Apuesto a que podríamos volver a encender esta fragua.,
Subtitles::vx_c00031_p01_plr_v08,Apuesto a que podríamos volver a encender esta fragua.,
Subtitles::vx_c00345_p02_plr_v08,"Cuanto más abajo, mejor es el botín. Eso lo sabe todo el mundo.",
Subtitles::vx_c00448_p01_plr_v05,Toca hacer hueco para esto.,
Subtitles::vx_c00507_p01_plr_v01,Mejor no malgasto saliva.,
Subtitles::vx_c00507_p01_plr_v02,Mejor no malgasto saliva.,
Subtitles::vx_c00507_p01_plr_v03,Mejor no malgasto saliva.,
Subtitles::vx_c00507_p01_plr_v04,Mejor no malgasto saliva.,
Subtitles::vx_c00507_p01_plr_v05,Mejor no malgasto saliva.,
Subtitles::vx_c00507_p01_plr_v08,Mejor no malgasto saliva.,
Subtitles::vx_c00082_p01_plr_v04,Sacad esas armas. Hay enemigos cerca.,
Subtitles::vx_c00059_p01_natg_v02,El jefe está enfadado. Creo que quiere atacar a esa panda de Mordor.,
Subtitles::vx_c00059_p01_nato_v02,El jefe está enfadado. Creo que quiere atacar a esa panda de Mordor.,
Subtitles::vx_c00058_p01_natg_v01,El jefe dice que recuperaremos Moria.,
Subtitles::vx_c00058_p01_nato_v01,El jefe dice que recuperaremos Moria.,
Subtitles::vx_c00109_p01_plr_v03,El arco es inútil. Necesito un arma más potente.,
Subtitles::vx_c00109_p01_plr_v02,El arco es inútil. Necesito un arma más potente.,
Subtitles::vx_c00109_p01_plr_v04,El arco es inútil. Necesito un arma más potente.,
Subtitles::vx_c00109_p01_plr_v05,El arco es inútil. Necesito un arma más potente.,
Subtitles::vx_c00109_p01_plr_v06,El arco es inútil. Necesito un arma más potente.,
Subtitles::vx_c00109_p01_plr_v07,El arco es inútil. Necesito un arma más potente.,
Subtitles::vx_c00109_p01_plr_v08,El arco es inútil. Necesito un arma más potente.,
Subtitles::vx_c00109_p01_plr_v01,El arco es inútil. Necesito un arma más potente.<lf>,
Subtitles::vx_c00263_p01_deepo_v01,A romper las cosas de los enanos.,
Subtitles::vx_c00263_p01_deepg_v01,A destruir las cosas de los enanos.,
Subtitles::vx_c000741_p01_nato_v01,"Echadlo todo abajo. Ja, ja, ja. Matad a todos los enanos.",
Subtitles::vx_c00741_p01_deepo_v01,"Echadlo todo abajo. Ja, ja, ja. Matad a todos los enanos.",
Subtitles::vx_c00741_p01_gmen_v01,"Echadlo todo abajo. Ja, ja, ja. Matad a todos los enanos.",
Subtitles::vx_c00741_p01_gmen_v02,"Echadlo todo abajo. Ja, ja, ja. Matad a todos los enanos.",
Subtitles::vx_c00741_p01_gun_v02,"Echadlo todo abajo. Ja, ja, ja. Matad a todos los enanos.",
Subtitles::vx_c00741_p01_nato_v02,"Echadlo todo abajo. Ja, ja, ja. Matad a todos los enanos.",
Subtitles::vx_c00741_p01_redu_v01,"Echadlo todo abajo. Ja, ja, ja. Matad a todos los enanos.",
Subtitles::vx_c00741_p01_redu_v02,"Echadlo todo abajo. Ja, ja, ja. Matad a todos los enanos.",
Subtitles::vx_c00741_p01_shdw_v02,Echadlo todo abajo. Matad a los enanos.,
Subtitles::vx_c00215_p01_tro_v01,Te voy a hacer pedazos.,
Subtitles::vx_c00615_p01_natg_v01,Traedme al grandullón y despellejad a los enanos...,
Subtitles::vx_c00615_p01_natg_v02,Traedme al grandullón y despellejad a los enanos...,
Subtitles::vx_c00428_p01_plr_v07,Brrr. Se me congelan los bigotes.,
Subtitles::vx_c00263_p01_gmen_v01,Es como un enano: fácil de romper.,
Subtitles::vx_c00263_p01_gmen_v02,Es como un enano: fácil de romper. Ja.,
Subtitles::vx_c00518_p01_plr_v01,Bien construido. Está genial.,
Subtitles::vx_c00149_p03_redo_v02,"Pero es una criatura ancestral, más antigua que el señor.",
Subtitles::vx_c00149_p03_redu_v02,"Pero es una criatura ancestral, más antigua que el señor.",
Subtitles::vx_c00361_p02_plr_v06,¿Pero para qué sirve?,
Subtitles::vx_c00360_p03_plr_v01,Por la voluntad de Aulë. Los de la casa de Durin... estamos aquí para someter a la sombra.,
Subtitles::vx_c00360_p03_plr_v02,Por la voluntad de Aulë. Los de la casa de Durin... estamos aquí para someter a la sombra.,
Subtitles::vx_c00360_p03_plr_v03,Por la voluntad de Aulë. Los de la casa de Durin... estamos aquí para someter a la sombra.,
Subtitles::vx_c00360_p03_plr_v04,Por la voluntad de Aulë. Los de la casa de Durin... estamos aquí para someter a la sombra.,
Subtitles::vx_c00360_p03_plr_v05,Por la voluntad de Aulë. Los de la casa de Durin... estamos aquí para someter a la sombra.,
Subtitles::vx_c00360_p03_plr_v06,Por la voluntad de Aulë. Los de la casa de Durin... estamos aquí para someter a la sombra.,
Subtitles::vx_c00360_p03_plr_v07,Por la voluntad de Aulë. Los de la casa de Durin... estamos aquí para someter a la sombra.,
Subtitles::vx_c00360_p03_plr_v08,Por la voluntad de Aulë. Los de la casa de Durin... estamos aquí para someter a la sombra.,
Subtitles::vx_c00400_p02_plr_v02,Por Aulë... ¡Esto es precioso!,
Subtitles::vx_c00020_p02_plr_v03,"Por Durin, esperemos que las investigaciones de Ori sean correctas.",
Subtitles::vx_c00064_p03_plr_v01,"Por mi hacha, no me apetece nada averiguar quién es.",
Subtitles::vx_c00064_p03_plr_v02,"Por mi hacha, no me apetece nada averiguar quién es.",
Subtitles::vx_c00064_p03_plr_v03,"Por mi hacha, no me apetece nada averiguar quién es.",
Subtitles::vx_c00064_p03_plr_v04,"Por mi hacha, no me apetece nada averiguar quién es.",
Subtitles::vx_c00064_p03_plr_v05,"Por mi hacha, no me apetece nada averiguar quién es.",
Subtitles::vx_c00064_p03_plr_v06,"Por mi hacha, no me apetece nada averiguar quién es.",
Subtitles::vx_c00064_p03_plr_v07,"Por mi hacha, no me apetece nada averiguar quién es.",
Subtitles::vx_c00064_p03_plr_v08,"Por mi hacha, no me apetece nada averiguar quién es.",
Subtitles::vx_c00098_p01_bolg_v01,Ven aquí a que te parta la cabeza como un buen enano.,
Subtitles::vx_c00229_p01_nato_v01,"Ven aquí, barbudo.",
Subtitles::vx_c00229_p01_nato_v02,"Ven aquí, barbudo.",
Subtitles::vx_c00206_p01_tro_v01,Tú. Ven aquí.,
Subtitles::vx_c00229_p01_deepg_v02,Ven aquí.,
Subtitles::vx_c00229_p01_redo_v01,Ven aquí.,
Subtitles::vx_c00229_p01_redo_v02,Ven aquí.,
Subtitles::vx_c00452_p01_plr_v01,No puedo romper eso.,
Subtitles::vx_c00452_p01_plr_v02,No puedo romper eso.,
Subtitles::vx_c00452_p01_plr_v03,No puedo romper eso.,
Subtitles::vx_c00452_p01_plr_v06,No puedo romper eso.,
Subtitles::vx_c00452_p01_plr_v07,No puedo romper eso.,
Subtitles::vx_c00452_p01_plr_v08,No puedo romper eso.,
Subtitles::vx_c00451_p01_plr_v01,No puedo excavar aquí.,
Subtitles::vx_c00451_p01_plr_v02,No puedo excavar aquí.,
Subtitles::vx_c00451_p01_plr_v03,No puedo excavar aquí.,
Subtitles::vx_c00451_p01_plr_v04,No puedo excavar aquí.,
Subtitles::vx_c00451_p01_plr_v06,No puedo excavar aquí.,
Subtitles::vx_c00451_p01_plr_v07,No puedo excavar aquí.,
Subtitles::vx_c00451_p01_plr_v08,No puedo excavar aquí.,
Subtitles::vx_c00232_p01_gun_v01,No escaparéis.,
Subtitles::vx_c00006_p02_plr_v05,No se puede entrar ni salir. Al viejo Narvi no le gustaría esto.,
Subtitles::vx_c00424_p01_plr_v02,No aguantaré mucho más.,
Subtitles::vx_c00416_p01_plr_v08,No puedo... seguir... mucho más...,
Subtitles::vx_c00361_p02_plr_v05,No han podido ser los saqueadores.,
Subtitles::vx_c00533_p01_plr_v01,Aquí no puedo plantar nada.,
Subtitles::vx_c00533_p01_plr_v03,Aquí no puedo plantar nada.,
Subtitles::vx_c00533_p01_plr_v04,Aquí no puedo plantar nada.,
Subtitles::vx_c00533_p01_plr_v05,Aquí no puedo plantar nada.,
Subtitles::vx_c00533_p01_plr_v06,Aquí no puedo plantar nada.,
Subtitles::vx_c00533_p01_plr_v07,Aquí no puedo plantar nada.,
Subtitles::vx_c00533_p01_plr_v08,Aquí no puedo plantar nada.,
Subtitles::vx_c00233_p01_shdw_v02,No podéis escapar.,
Subtitles::vx_c00223_p01_deepg_v02,En algún momento tendrás que salir.,
Subtitles::vx_c00223_p01_deepo_v01,En algún momento tendrás que salir.,
Subtitles::vx_c00223_p01_deepo_v02,En algún momento tendrás que salir.,
Subtitles::vx_c00850_p01_plr_v01,No puedo irme todavía. Aún tengo cosas que hacer.,
Subtitles::vx_c00850_p01_plr_v04,No puedo irme todavía. Aún tengo cosas que hacer.,
Subtitles::vx_c00850_p01_plr_v06,No puedo irme todavía. Aún tengo cosas que hacer.,
Subtitles::vx_c00850_p01_plr_v07,No puedo irme todavía. Aún tengo cosas que hacer.,
Subtitles::vx_c00850_p01_plr_v02,No puedo irme aún. Todavía no he terminado aquí.,
Subtitles::vx_c00850_p01_plr_v08,No puedo irme aún. Todavía no he terminado aquí.,
Subtitles::vx_c00178_p01_redo_v01,El capitán te estaba buscando.,
Subtitles::vx_c00178_p01_redu_v01,El capitán te está buscando.,
Subtitles::vx_c00398_p01_plr_v01,Caradhras el Cruel. Espero que nos hayas perdonado.,
Subtitles::vx_c00398_p01_plr_v02,Caradhras el Cruel. Espero que nos hayas perdonado.,
Subtitles::vx_c00398_p01_plr_v03,Caradhras el Cruel. Espero que nos hayas perdonado.,
Subtitles::vx_c00398_p01_plr_v04,Caradhras el Cruel. Espero que nos hayas perdonado.,
Subtitles::vx_c00398_p01_plr_v05,Caradhras el Cruel. Espero que nos hayas perdonado.,
Subtitles::vx_c00398_p01_plr_v06,Caradhras el Cruel. Espero que nos hayas perdonado.,
Subtitles::vx_c00398_p01_plr_v07,Caradhras el Cruel. Espero que nos hayas perdonado.,
Subtitles::vx_c00398_p01_plr_v08,Caradhras el Cruel. Espero que nos hayas perdonado.,
Subtitles::vx_c00481_p01_plr_v08,Cuidado con los respiraderos de sombras.,
Subtitles::vx_c00488_p01_plr_v05,Mucho cuidado con el rayo.,
Subtitles::vx_c00483_p01_plr_v03,Cuidado con la bruma oxidante. Es mordaz.,
Subtitles::vx_c00482_p01_plr_v02,Cuidado con el vapor.,
Subtitles::vx_c00551_p01_plr_v01,Cuidado. Un nido de dragones.,
Subtitles::vx_c00551_p01_plr_v02,Cuidado. Un nido de dragones.,
Subtitles::vx_c00551_p01_plr_v03,Cuidado. Un nido de dragones.,
Subtitles::vx_c00551_p01_plr_v04,Cuidado. Un nido de dragones.,
Subtitles::vx_c00551_p01_plr_v05,Cuidado. Un nido de dragones.,
Subtitles::vx_c00551_p01_plr_v06,Cuidado. Un nido de dragones.,
Subtitles::vx_c00551_p01_plr_v07,Cuidado. Un nido de dragones.,
Subtitles::vx_c00551_p01_plr_v08,Cuidado. Un nido de dragones.,
Subtitles::vx_c00488_p01_plr_v02,Cuidado con el rayo.,
Subtitles::vx_c00487_p01_plr_v03,Cuidado. Seguid así.,
Subtitles::vx_c00480_p01_plr_v06,Cuidado. Aquí hay veneno.,
Subtitles::vx_c00483_p01_plr_v07,Cuidado. Es bruma oxidante.,
Subtitles::vx_c00444_p01_plr_v02,Llevo muchísimas cosas encima.,
Subtitles::vx_c00225_p01_deepg_v02,Os partiremos en trocitos.,
Subtitles::vx_c00225_p01_natg_v02,Os partiremos en trocitos.,
Subtitles::vx_c00225_p01_deepo_v01,Cortémoslos en pedazos.,
Subtitles::vx_c00225_p01_deepo_v02,Cortémoslos en pedazos.,
Subtitles::vx_c00225_p01_natg_v01,Cortémoslos en pedazos.,
Subtitles::vx_c00225_p01_nato_v01,Cortémoslos en pedazos.,
Subtitles::vx_c00225_p01_nato_v02,Cortémoslos en pedazos.,
Subtitles::vx_c00225_p01_shdw_v02,A cortarlos en trocitos.,
Subtitles::vx_c00089_p09_plr_v01,"La Cámara del Conocimiento no está lejos de aquí. Gracias, Aric. Buen vuelo.",
Subtitles::vx_c00089_p09_plr_v03,"La Cámara del Conocimiento no está lejos de aquí. Gracias, Aric. Buen vuelo.",
Subtitles::vx_c00089_p09_plr_v04,"La Cámara del Conocimiento no está lejos de aquí. Gracias, Aric. Buen vuelo.",
Subtitles::vx_c00089_p09_plr_v05,"La Cámara del Conocimiento no está lejos de aquí. Gracias, Aric. Buen vuelo.",
Subtitles::vx_c00089_p09_plr_v06,"La Cámara del Conocimiento no está lejos de aquí. Gracias, Aric. Buen vuelo.",
Subtitles::vx_c00089_p09_plr_v07,"La Cámara del Conocimiento no está lejos de aquí. Gracias, Aric. Buen vuelo.",
Subtitles::vx_c00089_p09_plr_v08,"La Cámara del Conocimiento no está lejos de aquí. Gracias, Aric. Buen vuelo.",
Subtitles::vx_c00445_p01_plr_v06,Por los enanos. Todos y cada uno de ellos.,
Subtitles::vx_c00445_p01_plr_v07,Por la montaña.,
Subtitles::vx_c00445_p01_plr_v08,Salud.,
Subtitles::vx_c00426_p01_plr_v04,Qué frío. No me gusta nada.,
Subtitles::vx_c00204_p01_tro_v01,"Vuelve aquí, que te mato.",
Subtitles::vx_c00715_p01_drgn_v01,"Habéis vuelto para morir, ¿no es así? Ja, ja, ja.",
Subtitles::vx_c00094_p02_plr_v01,Ven y lucha.,
Subtitles::vx_c00094_p02_plr_v02,Ven y lucha.,
Subtitles::vx_c00094_p02_plr_v03,Ven y lucha.,
Subtitles::vx_c00094_p02_plr_v04,Ven y lucha.,
Subtitles::vx_c00094_p02_plr_v05,Ven y lucha.,
Subtitles::vx_c00094_p02_plr_v06,Ven y lucha.,
Subtitles::vx_c00094_p02_plr_v07,Ven y lucha.,
Subtitles::vx_c00094_p02_plr_v08,Ven y lucha.,
Subtitles::vx_c00444_p01_plr_v03,"Venga, brazos míos, vosotros podéis.",
Subtitles::vx_c00091_p07_drgn_v01,"Venid, bestias mías. Mostradles cómo tratamos a nuestros huéspedes.",
Subtitles::vx_c00153_p01_gun_v01,Venir aquí fue idea de Rotslog. Recordadme que lo mate.,
Subtitles::vx_c00001_p05_plr_v01,Podría probar a abrir las Puertas de Durin desde dentro. Será mejor que nos movamos.,
Subtitles::vx_c00001_p05_plr_v02,Podría probar a abrir las Puertas de Durin desde dentro. Será mejor que nos movamos.,
Subtitles::vx_c00001_p05_plr_v03,Podría probar a abrir las Puertas de Durin desde dentro. Será mejor que nos movamos.,
Subtitles::vx_c00001_p05_plr_v04,Podría probar a abrir las Puertas de Durin desde dentro. Será mejor que nos movamos.,
Subtitles::vx_c00001_p05_plr_v05,Podría probar a abrir las Puertas de Durin desde dentro. Será mejor que nos movamos.,
Subtitles::vx_c00001_p05_plr_v06,Podría probar a abrir las Puertas de Durin desde dentro. Será mejor que nos movamos.,
Subtitles::vx_c00001_p05_plr_v07,Podría probar a abrir las Puertas de Durin desde dentro. Será mejor que nos movamos.,
Subtitles::vx_c00001_p05_plr_v08,Podría probar a abrir las Puertas de Durin desde dentro. Será mejor que nos movamos.,
Subtitles::vx_c00416_p01_plr_v05,No me vendría mal un buen descanso.,
Subtitles::vx_c00085_p07_plr_v03,¿Podrías buscar otra salida? ¿Y a otros supervivientes?,
Subtitles::vx_c00085_p07_plr_v01,¿Podrías buscar otra salida? ¿Y a otros supervivientes?,
Subtitles::vx_c00085_p07_plr_v02,¿Podrías buscar otra salida? ¿Y a otros supervivientes?,
Subtitles::vx_c00085_p07_plr_v04,¿Podrías buscar otra salida? ¿Y a otros supervivientes?,
Subtitles::vx_c00085_p07_plr_v05,¿Podrías buscar otra salida? ¿Y a otros supervivientes?,
Subtitles::vx_c00085_p07_plr_v06,¿Podrías buscar otra salida? ¿Y a otros supervivientes?,
Subtitles::vx_c00085_p07_plr_v07,¿Podrías buscar otra salida? ¿Y a otros supervivientes?,
Subtitles::vx_c00085_p07_plr_v08,¿Podrías buscar otra salida? ¿Y a otros supervivientes?,
Subtitles::vx_c00714_p01_drgn_v01,Cobardes. ¿Dónde os habéis metido? Dad la cara.,
Subtitles::vx_c00602_p01_plr_v01,Vuelve arrastrándote a tu agujero.,
Subtitles::vx_c00602_p01_plr_v02,Vuelve arrastrándote a tu agujero.,
Subtitles::vx_c00602_p01_plr_v03,Vuelve arrastrándote a tu agujero.,
Subtitles::vx_c00602_p01_plr_v04,Vuelve arrastrándote a tu agujero.,
Subtitles::vx_c00602_p01_plr_v05,Vuelve arrastrándote a tu agujero.,
Subtitles::vx_c00602_p01_plr_v06,Vuelve arrastrándote a tu agujero.,
Subtitles::vx_c00602_p01_plr_v07,Vuelve arrastrándote a tu agujero.,
Subtitles::vx_c00602_p01_plr_v08,Vuelve arrastrándote a tu agujero.,
Subtitles::vx_c00201_p01_tro_v01,Te destruiré.,
Subtitles::vx_c00057_p01_natg_v01,Malditos orcos de ojos rojos. Los muy desgraciados nos expulsan de NUESTRA ciudad.,
Subtitles::vx_c00057_p01_nato_v01,Malditos orcos de ojos rojos. Los muy desgraciados nos expulsan de NUESTRA ciudad.,
Subtitles::vx_c00184_p01_gun_v01,Condenada montaña. ¿Qué hace una dragona aquí?,
Subtitles::vx_c00184_p01_gun_v02,Condenada montaña. ¿Es verdad que hay una dragona?,
Subtitles::vx_c00139_p01_deepg_v01,"Malditos habitantes de la superficie, alimentándose de nuestras riquezas…",
Subtitles::vx_c00139_p01_deepo_v01,"Malditos habitantes de la superficie, alimentándose de nuestras riquezas…",
Subtitles::vx_c00046_p02_rav_v01,Maldiciones en todos los caminos. Incluso en los niveles superiores.,
Subtitles::vx_c00484_p01_plr_v03,¿El peligro nos acecha? No sirve de nada bajar el ritmo.,
Subtitles::vx_c00485_p01_plr_v04,"Con oscuridad o sin ella, tenemos que continuar.",
Subtitles::vx_c00350_p03_plr_v01,Los reinos más oscuros atraen a los monstruos más sombríos.,
Subtitles::vx_c00350_p03_plr_v02,Los reinos más oscuros atraen a los monstruos más sombríos.,
Subtitles::vx_c00350_p03_plr_v03,Los reinos más oscuros atraen a los monstruos más sombríos.,
Subtitles::vx_c00350_p03_plr_v04,Los reinos más oscuros atraen a los monstruos más sombríos.,
Subtitles::vx_c00350_p03_plr_v05,Los reinos más oscuros atraen a los monstruos más sombríos.,
Subtitles::vx_c00350_p03_plr_v06,Los reinos más oscuros atraen a los monstruos más sombríos.,
Subtitles::vx_c00350_p03_plr_v07,Los reinos más oscuros atraen a los monstruos más sombríos.,
Subtitles::vx_c00350_p03_plr_v08,Los reinos más oscuros atraen a los monstruos más sombríos.,
Subtitles::vx_c00236_p01_deepo_v01,Seréis pasto de la oscuridad.,
Subtitles::vx_c00008_p02_plr_v02,"Está muerto, o al menos eso me han dicho.",
Subtitles::vx_c00238_p01_gmen_v01,Muerte a los enanos.,
Subtitles::vx_c00238_p01_gun_v02,Muerte a los enanos.,
Subtitles::vx_c00248_p01_redu_v01,Muerte.,
Subtitles::vx_c00248_p01_redu_v02,Muerte.,
Subtitles::vx_c00528_p01_plr_v01,Qué rica. Me llena el alma.,
Subtitles::vx_c00528_p01_plr_v02,Qué rica. Me llena el alma.,
Subtitles::vx_c00528_p01_plr_v03,Qué rica. Me llena el alma.,
Subtitles::vx_c00528_p01_plr_v04,Qué rica. Me llena el alma.,
Subtitles::vx_c00528_p01_plr_v05,Qué rica. Me llena el alma.,
Subtitles::vx_c00528_p01_plr_v06,Qué rica. Me llena el alma.,
Subtitles::vx_c00528_p01_plr_v07,Qué rica. Me llena el alma.,
Subtitles::vx_c00528_p01_plr_v08,Qué rica. Me llena el alma.,
Subtitles::vx_c00142_p01_shdw_v01,"Mátalos. Si no, te matará ella a ti.",
Subtitles::vx_c00267_p01_shdw_v01,Destruid la base enana.,
Subtitles::vx_c00267_p01_shdw_v02,Destruid la base enana.,
Subtitles::vx_c000740_p01_nato_v01,Destruidlo todo. Ya.,
Subtitles::vx_c00740_p01_deepo_v01,Destruidlo todo. Ya.,
Subtitles::vx_c00740_p01_gmen_v01,Destruidlo todo. Ya.,
Subtitles::vx_c00740_p01_gmen_v02,Destruidlo todo. Ya.,
Subtitles::vx_c00740_p01_gun_v02,Destruidlo todo. Ya.,
Subtitles::vx_c00740_p01_nato_v02,Destruidlo todo. Ya.,
Subtitles::vx_c00740_p01_redu_v01,Destruidlo todo. Ya.,
Subtitles::vx_c00740_p01_redu_v02,Destruidlo todo. Ya.,
Subtitles::vx_c00740_p01_shdw_v02,Destruidlo todo. Ya.,
Subtitles::vx_c00157_p01_shdw_v01,Destruir la luz.,
Subtitles::vx_c00157_p01_shdw_v02,Destruir la luz.,
Subtitles::vx_c00267_p01_natg_v01,Destruid su campamento.,
Subtitles::vx_c00267_p01_natg_v02,Destruid su campamento.,
Subtitles::vx_c00326_p02_deepg_v01,Ya lo hice.,
Subtitles::vx_c00324_p02_gun_v01,Lo hice esta mañana.,
Subtitles::vx_c00716_p01_drgn_v01,No pensaba que volveríais a por más.,
Subtitles::vx_c00008_p02_plr_v04,¿No te has enterado? <Subtitle.Italic>Tharkûn</> se enfrentó a esa criatura de Morgoth.,
Subtitles::vx_c00116_p01_king_v01,Muere.,
Subtitles::vx_c00261_p01_natg_v01,"Muere, bestia inmunda.",
Subtitles::vx_c00261_p01_natg_v02,"Muere, bestia inmunda.",
Subtitles::vx_c00261_p01_deepg_v01,"Muere, bestia.",
Subtitles::vx_c00261_p01_deepo_v01,"Muere, bestia.",
Subtitles::vx_c00261_p01_redu_v01,"Muere, bestia.",
Subtitles::vx_c00261_p01_redu_v02,"Muere, bestia.",
Subtitles::vx_c00261_p01_shdw_v01,"Muere, bestia.",
Subtitles::vx_c00261_p01_shdw_v02,"Muere, bestia.",
Subtitles::vx_c00239_p01_redu_v01,"Muere, orco de montaña.",
Subtitles::vx_c00239_p01_redu_v02,"Muere, orco de montaña.",
Subtitles::vx_c00250_p01_deepo_v01,"Muere, troll.",
Subtitles::vx_c00250_p01_gmen_v01,"Muere, troll.",
Subtitles::vx_c00250_p01_gmen_v02,"Muere, troll.",
Subtitles::vx_c00250_p01_gun_v02,"Muere, troll.",
Subtitles::vx_c00250_p01_natg_v01,"Muere, troll.",
Subtitles::vx_c00250_p01_natg_v02,"Muere, troll.",
Subtitles::vx_c00250_p01_redu_v01,"Muere, troll.",
Subtitles::vx_c00250_p01_redu_v02,"Muere, troll.",
Subtitles::vx_c00250_p01_shdw_v02,"Muere, troll.",
Subtitles::vx_c00261_p01_gmen_v01,"Muere, bestia inmunda.",
Subtitles::vx_c00261_p01_gmen_v02,"Muere, bestia inmunda.",
Subtitles::vx_c00261_p01_gun_v01,"Muere, bestia inmunda.",
Subtitles::vx_c00261_p01_gun_v02,"Muere, bestia inmunda.",
